name,desc,rating
 Ratih Mardianti ," Pakai lip balm nivea ini waktu masih SMA sampai kuliah, sebelum tau lipstik dan teman2nya.. hehe. Lip care ini cukup melembabkan bibir, packagingnya mungil jadi gampang di bawa kemana-mana, harganya terjangkau untuk anak sekolahan, dan sukanya ada memberi warna pink ketika di aplikasikan, bibir terlihat segar. ",4.0
 Ega Fista ," lipbalm favorite aku bangettttt. packaging simple warna merah yg bikin seger kalau diliat, wanginya ya ampuuun enak banget parah, pengen dimakan rasanyaaaa. khasiat nya dibibir aku, buat bibir aku ga pecah-pecah, ngelembapin banget, terus aku jadiin base untuk pakai lipcream biar gak pecah dibibir gitu lipcream nya. over all aku suka bangeeet.. ",5.0
 Asis Fitriana , Ini yang aku suka adalah packagingnya.. Jadi lebih hygines drpd yang jar. Kemudian dia bisa dibawa kemana mana. Tapi minusnya warnanya terlalu glossy nih ,4.2
 Murni Milayani , Jaman SMP SMA ku dulu belum ada liptint dan aku selalu pake ini. Formulanya moisturizing bgt. Warna strawberrynya natural merah bgt. Tapi kalau salah2 pakenya bisa dikira abis makan gorengan hahaha. Tapi produk lipcare Nivea so far ga ada yg ngecewain kok untuk moisturizingnya ,4.0
 Lucy Wijaya , Lipbalm kesukaaaaan dari jaman dahulu kala hehe. Warnanya bikin bibir seger rasanya juga enak di bibir ampuh bgt buat ngatasin bibir pecah pecah atau kering ,4.0
 Syahidah Sumayyah ," Pertama liat packaging-nya udah suka. Pas coba beli dan pake, ternyata emang bagus banget. Aplikasinya gampang, buat dibawa travelling juga enak. Affordable parah, dan nyarinya gampang buat repurchase. ",4.6
 Rismayanti Rismayanti ," Andalan buat kemana-mana, selalu ada di tas! Wanginya enak, bikin bibir berkilau dan sebagai base kalau mau pake lip products yang matte jadi biar tetep moist bibirmya, oke! ",3.6
 Ariza Nuraini ," ini harganya lumayan terjangkau sih ya, dulu pas awal"" kuliah pas belum kenal lipstik aku pakai ini..cuku melembabgak bibir sih, tapi menurutku teksturnya agak greassy gitu, jadi agak kurang nyaman kalau dipakai, tapi ini memberi warna juga merah dibibir ",4.4
 Malia Elis ," lipcarenya berwarna, kalo kejilat rasanya manis, teksturnya aga licin kaya lipgloss gitu. ga suka teksturnya tapi oke kalo cuma buat pelembab dan bibir lebih keliatan lebih fresh. ",4.4
 Chieka Wahyu ," Nivea lip balm yang varian strawberry ini menurutku kurang melembapkan ya, tapi dia wangi nya enak banget, strawberry berasa pengen dimakan aja gitu hehe. Dan juga dia ada warnanya gitu ya sis ",4.6
 Karlina Sendy , Punya kemasan yang praktis dan enak untuk dibawa-bawa. Punya warna kemerahan namun hasil akhirnya clear dan sedikit pink pad bibir. Sama sekali nggak meninggalkan stain. Aroma harum nya menyegarkan dan beneran bikin bibir super lembap dan memperbaiki tekstur kulit bibir yng pecah-pecah. ,5.0
 salsa anggereeni ," produk ini sangat efektif buat ngelembabin bibir yang bermasalah,selain itu harum stroberi yang segar dapat membuat bibir keliatan segar,warna pink yang dapat membuat warna bibir menjadi pink alami. namun berminyak ",4.5
 Mita Nurwulan ," lipbalm terbaik ??wanginya enakk parah, ngelembapin bibir, warna merahnya juga pas,kecil enak buat dibawa kemana mana,buat base kalo mau pake lipcream biar ga terlalu kering juga bagus,recommended banget pokoknya♡♡suka bgt sama lipbalm ini?best lipbalm ever♡ ",4.0
 Venia VickyAmelia ," lipbalm andalankuuuuuu
warnanya merah sheer kalo dibibir,ada glitter nya kecil-kecil. ga terlalu berat kalo dipake, biasanya aku pake ini 15 menit sebelum pake lipcream ",5.0
 Ghina Hazimah , Melembapkan bibir. Warnanya juga cantik. Aku biasanya pakai lipbalm ini sebelum pakai lipcream. Untuk harga tentunya terjangkau untuk pelajar&mahasiswa. Recommended deh pokoknya! ,5.0
 ananda Putri ," Ini enak banget cui wanginya, wangi wangi seger stroberi gitu, terus biasanya aku pake pas sebelum pake lipcream. Bikin bibir lembab banget.. dan tahan lama. ",5.0
 Hesty tri Lestari ," Aku pake ini tu biasanya sebelum pake lipcream atau pake liptint, dan suka banget jd lipcream yg aku pake itu jd pigmented bangett dan bibir aku jg jadi lembab ",5.0
 Qonita Dian Lestari ," Saya kira warna merahnya merah banget, ternyata cuma slight aja. Tapi gapapa sih yang penting tiap pake ini bibir jadi lembap dan ga terlalu pucat. Emang shinenya berlebihan gitu ya jadi kalau pake ini kayak abis makan gorengan sama minyak2nya. Aromanya enaaak banget, stroberi manis yang bikin semangat kalau pake. ",4.0
 Aninda Nur_Anggraeni ," One of all my fav product from Nivea! Lipbalmnya bikin bibir jadi lembab dan lembut, final nya glossy sesuai klaim nya 'shine', wangi strawberry enak, bantu bikin bibir berwarna natural ",5.0
 YeniS Pamungkas ," aku suka lipbalm yang bentuknya kayak gini. Wanginya enak dan ngelembapin bibir banget, gampang dibawa kemana mana. Cuma aku berharap lebih berwarna aja hehe ",4.8
 Indi Aini , disisi packaging sangat simple dan mudah untuk dibawa kemana-mana. untuk produknya sendiri enak dipakai membuat bibir lembab tetapi minus dari produk ini cepat membuat bibir kembali kering sehingga harus sering-sering menggunakan produk ini. dan saya tidak menyarankan menggunakan produk ini untuk yang sering menggunakan kendaraan bermotor karena sekali dibawa berkendara motor bibir akan langsung kering. ,4.0
 Nadia Khairunnisa ," my hollygrail lipbalm, cocok banget dipake siang hari karna ada spf15 jadi gak takut bibir gelap, melembabkan nya gak cuma janji doang, wanginya gak lebay malah nagih sih aku suka wanginya, harga murah, repurchase? pasti ",4.5
 Anggita Riz ," Wanginya seger strawberryyy, affordable, melembabkan bibir, ada warnanya sedikitt jadi ga terlalu butuh liptint lagi kalo pengen ga terlalu pucet.jadi natural sih keliatannya. ",5.0
 Saphyra P ," Aku suka banget sama wangi nivea strawberry shine ini, aki biasanya make lipbalm ini sebelum tidur jadi begitu bangun tidur bibir aku kerasa lembab banget. ",4.0
 Ikrima Tunnisa , Lip balm favorit bangeeeet dari nivea. Wangi strawberry nya aku sukaaa. Bikin bibir jadi ga kering dan lembab banget. Pake ini terus baru pake lip matte jadi ga bikin bibir pecah-pecah. Totally recommended! ,4.3
 Annisa Syifa ," Salah satu lip balm teravorite,packagingnya lucu dan kecil jadi gampang dibawa kemana mana,di aku sih bener bener ngelembapin bibir aku yang pecah pecah dan mencerahkan bibir juga ",5.0
 Nanda Marissa , Ini baguss banget sih bikin bibir aku lembab biasanya aku gunain setiap malem sebelum tidur kalo gak sebelum pakai liptint pokoknya aku suka apa lagi warnanya lucuu ,3.8
 Erlina Wahyu , Hmm... Dari warnanya sih aku oke warna merah dan sheer jadi cocok untuk dipakai sehari-hari. Hasilnya pun sangat glossy dan melembabkan. Dan wanginya pun enakk sangat strawberry gitu. Sayangnya pas aku bawa ke sekolah ilang padahal baru beli semingguan :') ,4.8
 Mareta Widya ," Ahhhh nggangerti lagi deh ini produk bener2 enak bangett bikin bibir lembab banget tapi nggabikin bibir kayak abis makan gorengan, bikin bibir pink jugaaa ",4.3
 Nurmalita Rahman ," Pas musim pancaroba kemarin, bibirku pecah-pecah parah. Sampai pakai lipstik pun jadi jelek. Tapi cuma beberapa hari pakai nivea strawberry shine ini bisa mengatasi kondisi bibirku itu. Kalian coba yaa ",4.8
 Meila Sari , Menurutku ini lip balm yang multifungsi karena bisa dijadiin lip sleeping mask biasanya aku jg pake pas mau tidur biar pas bangun bibir jadi lembab bgtt. Wangi nya enakk packaging nya lucu texture nya jga lembut gabikin berminyak. Harga nya lumayan terjangkau gampang dicari jga. ,5.0
 Ananda Aulia ," aku sukaaa banget huhu, wanginya enak dan berwarna juga tapi ya warnanya ga lebay biasa aja gitu jadi natural dan awet banget ga abis abis wkwkwk. harganya juga terjangkau. luv so matcha! ",4.5
 Bella Bella ," Lip balm pertama dan terfavorit! Susah move on ke product lain soalnya affordable, ada color orange natural nya dan super melembabkan bibir yang kering, jadi gak perlu takut untuk keliatan pucet walau cuma pake lip balm ajaa ",5.0
 Lidya Natalia ," Ini cocok banget buat bibir kering dan ngelembabin bibir, warnanya juga cukup terang. Warnanya nggak terlalu tahan lama tapi, jadi harus dibarengin sama produk lain. ",4.0
 shulbitaraiba sholiana ," Lipbalm sejuta umat tp favorit! Variannya awal bukan yg ini tp ganti jadi ini karena waktu itu beli 2 jadi 20rb WKWK jujur drpd merk lain, lebih suka ini. ",5.0
 Aulia Zahra , beli ini karena pernah beli lipbalm tapi ilang wkwk terus lucu kemasannya ada glitternya gituu dan haarum strawberry. pas dipake glossy gituu. teksturnya enakk ,2.8
 Yunita Teresia ," Produk ini melembabkan bibir bangettt. Pas diaplikasikan juga wangi bangetttt terus juga bibir terlihat lebih berwarna gitu. Reccomended banget sih,ku sudah masih pakai produk ini sampai sekarang apalg kalo lg malas pakai lipstick ",5.0
 Mawar Surentu ," selain yg essential, aku jg pake lip balm yg ini khusus sebelum tidur. atau bs juga aku pake di bibir aku, pas aku lg gamau pake apapun (jd emang pake lip balm ini aja). melembabkan, wanginya seger bgt, dan bs bikin bibir jd merah merona tp alami gitu hasil akhirnyaa. ga merah yg pekat yaa, jd warna merahnya natural. bagus bgt kok!! worth it to buy? ",5.0
 Friska Amelia ," Bibirku kering banget dan suka ngelupas, apalagi seharian di ruangan ber ac deuh keringgg banget kalo udah siang. Biasanya aku rutin ngolesin lipbalm ini tiap bibirku berasa kering. Ngebantu banget sih, baunya lumayan menyengat tapi ga ganggu. Bagus banget buat ngelembabin bibir dan mencegah luka luka gara gara kulit bibir mengelupas. ",5.0
 Ayu A ," lipbalm favorite!! suka banget sama wanginya bener-bener aroma strawberry banget. lipbalm ini juga melembabkan bgt, bisa banget dijadiin dasar sebelum pake lip matte supaya ga pecah-pecah hasilnya ",4.0
 Kania Sukmawardani ," Cinta banget sama lipbalm ini ga ngerti lagi ? kemarin aku sempet nyoba2 pake repairing jelly semaleman karena bibir aku lagi kering banget, tapi ternyata malah kerasa gatel dan besoknya bibir bawah aku malah hadi kayak bekas kebakar gitu, akhirnya aku balik lagi pake lipbalm ini terus menerus dan akhirnya bibir aku udah gak begitu kebakar huhu thanks nivea ? biasanya aku pake ini sebelum pake lipcream atau liptint karena kalo gak gitu bibir ini kering kerontang sekali, tapi kalo pake lipbalm ini lipmatte pun aman gak bakal ngelopek2 ",5.0
 YOSA IRFIANA ," Lip Balm paling hits pas kuliah, rasanya semua temen pada pake ini, aku pun jadi ikut-ikutan. Dari beberapa variannya, aku paling suka yang strawberry karena wanginya enak dan bikin bibir super lembap. Harganya ramah dikantong, cara pakenya praktis tinggal diputer. Saran aja sih, kalau kalian bawa di tas, jangan terkena sinar matahari ya, karena akan sedikit meleleh dan kesannya malah bikin bibir berminyak. ",4.3
 Diana Yosi ," Sukaaaa sama lipbalm ini. Aku suka pake ini sebelum pake lipstick. Bibir aku jd ga kering trs jd ringan gt. Walaupin awalnya bikin glossy, lama2 engga kok. Ngelembabin banget. Baunya jg enak. ",4.8
 Adinda mega ," sukaaa apalagi harga nya ffordable , dan wanginya strawberry , baguuss dia moisture bibir bgtt , ini sayangnya cepet ilangg jadi harus di retouch lg yaa ",4.0
 Jovanka Christyanti Sumampouw ," lipbalm aku saat ini. wanginya enak, lumayan ngelembabin, enaknya pake lip balm ini juga ada warnanya walau dikit doang wkwk ini juga gampang banget dicari ",3.5
 Kendisza Larassati ," Wanginya enak, lembut pas dipakai. Super melembabkan. Ada warnanya sedikit, jadi pas banget buat pemakaian sehari-hari, kalo males  buat pake lipstick, ini aja udah pas banget sih. ",4.3
 Eldora Nadellia A ," Lipbalm favorit. Dulu sebelum pake ini bibir kering bangett, setelah pake ini ga pernah kering sampe ngelupas2 lagi. Wanginya enak! Dan harganya affordable. Sayang lumayan susah dicari :( ",4.8
 Victoria Achmad , sikecil kesukaan . bener bener sih ngelembabin bibir banget . baunya enak banget . selalu ada di tas soalnya bibir suka mendadak kering gitu kalo kurang minum air putih ,5.0
 Hany Putri ," wanginyaa enakk makanya suka banget pakai produk ini, dia juga melembabkan walaupun menurut aku agak sedikit greasy. Dan lumayan banget kalau lagi males lipstikan pakai ini aja karna buat bibir keliatan merah natural gituu. Packingnya juga ringkes jadi gampang banget buat dikantongin dan dibawa kemana-mana ",4.3
 Putri Baitissadiyah ," Ini biasanya aku pakai sebelum pakai lipstick / lipcream. Wanginya enak sih, warnanya juga gak keliatan gitu.
Ya namanya lipbalm????????????
Nah, ini murah sih. Lumayan murah lah.
Tapi ini kadang bikin kayak berminyak banget di bibir???? ",4.3
 Leteesha Erza ," Lipbalm ini packagingnya sama kayak lipbam pada umumnya. Kecil dan gampang dibawa kemana-mana. Warnanya sheer, baunya enak. Tapi kalo dipake berasa wax gitu. ",4.3
 Maya Alvinna ," Kaya produk lipbalm pada umumnya sih , ga berwarna waktu dipake , lumayan tahan lama sih kalo dipake in ke bibir sebelum liptint atau lip produk lainnya lumayan nge set ",3.8
 Fajar SriLestari ," Lipbalm ini selalu aku pakai sebelum dan sesudah pake lipstik pas aku masih pakai lipstik W*rdah, soalnya lipstiknya bikin kering parah dan ini sangat membantu melembabkan. Wanginya aku suka, teksturnya juga suka walau pas dipake agak glossy di bibir. Packagingnya aku kurang suka, gendut gitu, kurang elegan aja ",4.5
 jj vorezzy ," lipmask nya tuh wangi nya aku suka, terus pas dipalikasiin di bibir tuh nyaman biasanya aku dibawa tidur malem pas paginya bibir jd lbh plump lembut pula.. jd no worries lg smaa bibir pecah-pecah 😘 oh iya! yang selalu aku suka dari bnb tuh packaging nya lucuuu😍💕 ",4.0
 desya n ," Salah satu lip mask yang bikin gak nyesel sih, bikin bibir lembap dan bisa banget dibawa kemana2 karena packagingnya kecil imut. Beneran bikin bibir lembap walaupun setelah itu pake lipstick matte  ",5.0
 Shynta A ," packagingnya lucu bangeeeet gemessss, kemasan 8gr super miniii jadi gampang dibawa kemana2, travel friendlyyy muat bgt di pouch. teksturnya buttery enakk ada aroma sedikit tapi aku sih ga keganggu hehe harganya juga ramah di kantong hehehe ",4.5
 anisa pratiwi ," tiap mau tidur dipake tapi setelah bangun, bibir tetap kering. kurang bekerja di aku, tapi dari texture suka sih ga minyakan gitu. kelembapannya ga bertahan lama.  ",4.3
 Nervi F ," packaging nya lucu pink pink gitu, texturenya balm gitu. best part is setelah pake ini bbrp hari rasanya keringnya berkurang, apalagi kalo dipake setelah scrub..  ",5.0
 Dhea Syahputri ," pembelian pertama biasa racyunn tik tok, dan berhubungan di sociolla diskonnya lumayan langsung gas beli barusan udah sampai semoga cocok dibibir ini dan untuk packaging lucu imut ",4.3
 SASSY kIRANA ," agak berat sih tekstur nya, overall bagus lumayan ngaruh kok, gak instan tapi perlahan ada bedanya asal pakenya konsisten, packaging nya super gemas😮💋 ",4.8
 Rebecca Michelle ," produk ini coock banget buat bikin bibir lebih glossy, glowing, dan merah natural. lip mask cocok buat bibir aku, soalnya texturnya juga oke. seperti textur butter. ",5.0
 Vania Zhulkarnain ," bagus packagingnya lucu mungil, tapi buat kering di bibir aku siiii, waktu itu aku juga dapat harga promo jadi harga 30.000 an aja, bagi yang penasaran boleh banget dicoba karena efek samping lip care di setiap orang berbeda-beda guys!!! ",4.3
 Charissa Vimala ," sangat melembabkan, aromanya wangi, membuat bibir terasa lebih lembut, teksturnya setelah diaplikasikan ke bibir menjadi lumer, harganya pun sangat terjangkau ",4.0
 maria yosefina ," bikinn bibir keliatan sehat terus tekstur nya gampang melt jadi gampang di pake in ke bibir,rasanya kek permen wkekak setelah pake jadi jarang banget yg nama nya bibir kering  ",5.0
 Frida santyka , di bibir aku blm ada efek apa apa karna bibir aku tetep kering walaupun udah aku pake kurang lebih 1 bulan. untuk bibir hitamku seperti menabalkan warna hitam bibir aku jadinya seperti ngga ada efek apa apa. ,3.0
 Airin Lee , Sangaat lembab! Sukaa! Tapii kalau kena skincare atau dijilat tuh rasanyaa pait2 gituu 😂 tapi beneran lembab dan sangat moist ✨ sayang ngga ada tools jadinya agak susah kalau mau apply ,4.5
 Fera Kim ," Jujurly kali ini aku ngerasa kecewa banget beli di sociolla. Sociolla biasanya tuh update sama varian atau series baru. Tapi terlepas dari semua itu, aku sendiri nyesel sama diri sendiri sih karena ga teliti saking percayanya ama sociolla.. Tau gitu aku gak bakal order disini :( rencananya mau bandingin series lawas ama series baru malah dud dong.. Gada box gada spatula gada scentnya, pas di apply di bibir rasanya jadi aneh. Gimana dong aku gasukaaaaaaaaa haha tapi lebih gasuka ngurusin return² produk gitu plisss 🧘🏻‍♀️ ",3.0
 Ananda Fauziah ," Teksturnya aku suka karena gak lengket  dan gak kayak balm yang keras, melembabkan bibir tanpa ngebuat efek becek yang lebay, aromanya gak terlalu aku suka tapi menurut aku ini poin plusnya karena produknya gak menambahkan aroma sintetis atau parfum yang memang menurut aku gak terlalu diperlukan ",4.5
 Getsemani Agnes ," mengurangi kering di bibir, membantu mencerahkan bibir, tekstur ringan, dan yang pasti BPOM yaa jadi aman untuk dipakai ke bibir kita.... rekome bgt.. ",5.0
 Ima Han , Aku udh pake selama 1 tahun lebih ini ga abis abis dan awet bgt. this product emng ngelembabin bgtt dan tekstur nya ringan banget. rekomended pokoknya  ,4.5
 glen erfira ," Tekstur mirip petroleneum jelly, harganya juga murah bangetsiii menurutku. Size kecil jadi gampang dibawa kemana mana dan ngefek banget untuk kelembapan bibir ",5.0
 Airin Lee , Sangaat lembab! Sukaa! Tapii kalau kena skincare atau dijilat tuh rasanyaa pait2 gituu 😂 tapi beneran lembab dan sangat moist ✨ sayang ngga ada tools jadinya agak susah kalau mau apply ,4.5
 Fera Kim ," Jujurly kali ini aku ngerasa kecewa banget beli di sociolla. Sociolla biasanya tuh update sama varian atau series baru. Tapi terlepas dari semua itu, aku sendiri nyesel sama diri sendiri sih karena ga teliti saking percayanya ama sociolla.. Tau gitu aku gak bakal order disini :( rencananya mau bandingin series lawas ama series baru malah dud dong.. Gada box gada spatula gada scentnya, pas di apply di bibir rasanya jadi aneh. Gimana dong aku gasukaaaaaaaaa haha tapi lebih gasuka ngurusin return² produk gitu plisss 🧘🏻‍♀️ ",3.0
 Ananda Fauziah ," Teksturnya aku suka karena gak lengket  dan gak kayak balm yang keras, melembabkan bibir tanpa ngebuat efek becek yang lebay, aromanya gak terlalu aku suka tapi menurut aku ini poin plusnya karena produknya gak menambahkan aroma sintetis atau parfum yang memang menurut aku gak terlalu diperlukan ",4.5
 Getsemani Agnes ," mengurangi kering di bibir, membantu mencerahkan bibir, tekstur ringan, dan yang pasti BPOM yaa jadi aman untuk dipakai ke bibir kita.... rekome bgt.. ",5.0
 Ima Han , Aku udh pake selama 1 tahun lebih ini ga abis abis dan awet bgt. this product emng ngelembabin bgtt dan tekstur nya ringan banget. rekomended pokoknya  ,4.5
 glen erfira ," Tekstur mirip petroleneum jelly, harganya juga murah bangetsiii menurutku. Size kecil jadi gampang dibawa kemana mana dan ngefek banget untuk kelembapan bibir ",5.0
 Airin Lee , Sangaat lembab! Sukaa! Tapii kalau kena skincare atau dijilat tuh rasanyaa pait2 gituu 😂 tapi beneran lembab dan sangat moist ✨ sayang ngga ada tools jadinya agak susah kalau mau apply ,4.5
 Fera Kim ," Jujurly kali ini aku ngerasa kecewa banget beli di sociolla. Sociolla biasanya tuh update sama varian atau series baru. Tapi terlepas dari semua itu, aku sendiri nyesel sama diri sendiri sih karena ga teliti saking percayanya ama sociolla.. Tau gitu aku gak bakal order disini :( rencananya mau bandingin series lawas ama series baru malah dud dong.. Gada box gada spatula gada scentnya, pas di apply di bibir rasanya jadi aneh. Gimana dong aku gasukaaaaaaaaa haha tapi lebih gasuka ngurusin return² produk gitu plisss 🧘🏻‍♀️ ",3.0
 Ananda Fauziah ," Teksturnya aku suka karena gak lengket  dan gak kayak balm yang keras, melembabkan bibir tanpa ngebuat efek becek yang lebay, aromanya gak terlalu aku suka tapi menurut aku ini poin plusnya karena produknya gak menambahkan aroma sintetis atau parfum yang memang menurut aku gak terlalu diperlukan ",4.5
 Getsemani Agnes ," mengurangi kering di bibir, membantu mencerahkan bibir, tekstur ringan, dan yang pasti BPOM yaa jadi aman untuk dipakai ke bibir kita.... rekome bgt.. ",5.0
 Ima Han , Aku udh pake selama 1 tahun lebih ini ga abis abis dan awet bgt. this product emng ngelembabin bgtt dan tekstur nya ringan banget. rekomended pokoknya  ,4.5
 glen erfira ," Tekstur mirip petroleneum jelly, harganya juga murah bangetsiii menurutku. Size kecil jadi gampang dibawa kemana mana dan ngefek banget untuk kelembapan bibir ",5.0
 Airin Lee , Sangaat lembab! Sukaa! Tapii kalau kena skincare atau dijilat tuh rasanyaa pait2 gituu 😂 tapi beneran lembab dan sangat moist ✨ sayang ngga ada tools jadinya agak susah kalau mau apply ,4.5
 Fera Kim ," Jujurly kali ini aku ngerasa kecewa banget beli di sociolla. Sociolla biasanya tuh update sama varian atau series baru. Tapi terlepas dari semua itu, aku sendiri nyesel sama diri sendiri sih karena ga teliti saking percayanya ama sociolla.. Tau gitu aku gak bakal order disini :( rencananya mau bandingin series lawas ama series baru malah dud dong.. Gada box gada spatula gada scentnya, pas di apply di bibir rasanya jadi aneh. Gimana dong aku gasukaaaaaaaaa haha tapi lebih gasuka ngurusin return² produk gitu plisss 🧘🏻‍♀️ ",3.0
 Ananda Fauziah ," Teksturnya aku suka karena gak lengket  dan gak kayak balm yang keras, melembabkan bibir tanpa ngebuat efek becek yang lebay, aromanya gak terlalu aku suka tapi menurut aku ini poin plusnya karena produknya gak menambahkan aroma sintetis atau parfum yang memang menurut aku gak terlalu diperlukan ",4.5
 Getsemani Agnes ," mengurangi kering di bibir, membantu mencerahkan bibir, tekstur ringan, dan yang pasti BPOM yaa jadi aman untuk dipakai ke bibir kita.... rekome bgt.. ",5.0
 Ima Han , Aku udh pake selama 1 tahun lebih ini ga abis abis dan awet bgt. this product emng ngelembabin bgtt dan tekstur nya ringan banget. rekomended pokoknya  ,4.5
 glen erfira ," Tekstur mirip petroleneum jelly, harganya juga murah bangetsiii menurutku. Size kecil jadi gampang dibawa kemana mana dan ngefek banget untuk kelembapan bibir ",5.0
 Airin Lee , Sangaat lembab! Sukaa! Tapii kalau kena skincare atau dijilat tuh rasanyaa pait2 gituu 😂 tapi beneran lembab dan sangat moist ✨ sayang ngga ada tools jadinya agak susah kalau mau apply ,4.5
 Fera Kim ," Jujurly kali ini aku ngerasa kecewa banget beli di sociolla. Sociolla biasanya tuh update sama varian atau series baru. Tapi terlepas dari semua itu, aku sendiri nyesel sama diri sendiri sih karena ga teliti saking percayanya ama sociolla.. Tau gitu aku gak bakal order disini :( rencananya mau bandingin series lawas ama series baru malah dud dong.. Gada box gada spatula gada scentnya, pas di apply di bibir rasanya jadi aneh. Gimana dong aku gasukaaaaaaaaa haha tapi lebih gasuka ngurusin return² produk gitu plisss 🧘🏻‍♀️ ",3.0
 Ananda Fauziah ," Teksturnya aku suka karena gak lengket  dan gak kayak balm yang keras, melembabkan bibir tanpa ngebuat efek becek yang lebay, aromanya gak terlalu aku suka tapi menurut aku ini poin plusnya karena produknya gak menambahkan aroma sintetis atau parfum yang memang menurut aku gak terlalu diperlukan ",4.5
 Getsemani Agnes ," mengurangi kering di bibir, membantu mencerahkan bibir, tekstur ringan, dan yang pasti BPOM yaa jadi aman untuk dipakai ke bibir kita.... rekome bgt.. ",5.0
 Ima Han , Aku udh pake selama 1 tahun lebih ini ga abis abis dan awet bgt. this product emng ngelembabin bgtt dan tekstur nya ringan banget. rekomended pokoknya  ,4.5
 glen erfira ," Tekstur mirip petroleneum jelly, harganya juga murah bangetsiii menurutku. Size kecil jadi gampang dibawa kemana mana dan ngefek banget untuk kelembapan bibir ",5.0
 Airin Lee , Sangaat lembab! Sukaa! Tapii kalau kena skincare atau dijilat tuh rasanyaa pait2 gituu 😂 tapi beneran lembab dan sangat moist ✨ sayang ngga ada tools jadinya agak susah kalau mau apply ,4.5
 Fera Kim ," Jujurly kali ini aku ngerasa kecewa banget beli di sociolla. Sociolla biasanya tuh update sama varian atau series baru. Tapi terlepas dari semua itu, aku sendiri nyesel sama diri sendiri sih karena ga teliti saking percayanya ama sociolla.. Tau gitu aku gak bakal order disini :( rencananya mau bandingin series lawas ama series baru malah dud dong.. Gada box gada spatula gada scentnya, pas di apply di bibir rasanya jadi aneh. Gimana dong aku gasukaaaaaaaaa haha tapi lebih gasuka ngurusin return² produk gitu plisss 🧘🏻‍♀️ ",3.0
 Ananda Fauziah ," Teksturnya aku suka karena gak lengket  dan gak kayak balm yang keras, melembabkan bibir tanpa ngebuat efek becek yang lebay, aromanya gak terlalu aku suka tapi menurut aku ini poin plusnya karena produknya gak menambahkan aroma sintetis atau parfum yang memang menurut aku gak terlalu diperlukan ",4.5
 Getsemani Agnes ," mengurangi kering di bibir, membantu mencerahkan bibir, tekstur ringan, dan yang pasti BPOM yaa jadi aman untuk dipakai ke bibir kita.... rekome bgt.. ",5.0
 Ima Han , Aku udh pake selama 1 tahun lebih ini ga abis abis dan awet bgt. this product emng ngelembabin bgtt dan tekstur nya ringan banget. rekomended pokoknya  ,4.5
 glen erfira ," Tekstur mirip petroleneum jelly, harganya juga murah bangetsiii menurutku. Size kecil jadi gampang dibawa kemana mana dan ngefek banget untuk kelembapan bibir ",5.0
 Airin Lee , Sangaat lembab! Sukaa! Tapii kalau kena skincare atau dijilat tuh rasanyaa pait2 gituu 😂 tapi beneran lembab dan sangat moist ✨ sayang ngga ada tools jadinya agak susah kalau mau apply ,4.5
 Fera Kim ," Jujurly kali ini aku ngerasa kecewa banget beli di sociolla. Sociolla biasanya tuh update sama varian atau series baru. Tapi terlepas dari semua itu, aku sendiri nyesel sama diri sendiri sih karena ga teliti saking percayanya ama sociolla.. Tau gitu aku gak bakal order disini :( rencananya mau bandingin series lawas ama series baru malah dud dong.. Gada box gada spatula gada scentnya, pas di apply di bibir rasanya jadi aneh. Gimana dong aku gasukaaaaaaaaa haha tapi lebih gasuka ngurusin return² produk gitu plisss 🧘🏻‍♀️ ",3.0
 Ananda Fauziah ," Teksturnya aku suka karena gak lengket  dan gak kayak balm yang keras, melembabkan bibir tanpa ngebuat efek becek yang lebay, aromanya gak terlalu aku suka tapi menurut aku ini poin plusnya karena produknya gak menambahkan aroma sintetis atau parfum yang memang menurut aku gak terlalu diperlukan ",4.5
 Getsemani Agnes ," mengurangi kering di bibir, membantu mencerahkan bibir, tekstur ringan, dan yang pasti BPOM yaa jadi aman untuk dipakai ke bibir kita.... rekome bgt.. ",5.0
 Ima Han , Aku udh pake selama 1 tahun lebih ini ga abis abis dan awet bgt. this product emng ngelembabin bgtt dan tekstur nya ringan banget. rekomended pokoknya  ,4.5
 glen erfira ," Tekstur mirip petroleneum jelly, harganya juga murah bangetsiii menurutku. Size kecil jadi gampang dibawa kemana mana dan ngefek banget untuk kelembapan bibir ",5.0
 Airin Lee , Sangaat lembab! Sukaa! Tapii kalau kena skincare atau dijilat tuh rasanyaa pait2 gituu 😂 tapi beneran lembab dan sangat moist ✨ sayang ngga ada tools jadinya agak susah kalau mau apply ,4.5
 Fera Kim ," Jujurly kali ini aku ngerasa kecewa banget beli di sociolla. Sociolla biasanya tuh update sama varian atau series baru. Tapi terlepas dari semua itu, aku sendiri nyesel sama diri sendiri sih karena ga teliti saking percayanya ama sociolla.. Tau gitu aku gak bakal order disini :( rencananya mau bandingin series lawas ama series baru malah dud dong.. Gada box gada spatula gada scentnya, pas di apply di bibir rasanya jadi aneh. Gimana dong aku gasukaaaaaaaaa haha tapi lebih gasuka ngurusin return² produk gitu plisss 🧘🏻‍♀️ ",3.0
 Ananda Fauziah ," Teksturnya aku suka karena gak lengket  dan gak kayak balm yang keras, melembabkan bibir tanpa ngebuat efek becek yang lebay, aromanya gak terlalu aku suka tapi menurut aku ini poin plusnya karena produknya gak menambahkan aroma sintetis atau parfum yang memang menurut aku gak terlalu diperlukan ",4.5
